ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _last_editor_used_jetpack","Meta: _wc_cog_cost","Meta: _yith_pos_multistock_enabled","Meta: the4_product_360","Meta: post_title","Meta: post_excerpt","Meta: post_content","Meta: attributes","Meta: attributes_used_for_variation","Meta: show_attribultes_at_product_page","Meta: rank_math_analytic_object_id","Meta: wpse_downloadable_file_names","Meta: wpse_downloadable_file_urls","Meta: rank_math_seo_score","Meta: _fixed_price_type","Meta: _fixed_price_label","Meta: rank_math_internal_links_processed","Meta: rank_math_primary_product_cat","Meta: rank_math_primary_fb_product_set","Meta: _min_variation_price","Meta: _max_variation_price","Meta: _min_variation_regular_price","Meta: _max_variation_regular_price","Meta: _min_variation_sale_price","Meta: _max_variation_sale_price","Meta: _file_path","Meta: _product_url","Meta: _button_text","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: rs_page_bg_color"
30765,simple,N2122,,"Audemars Piguet Royal Oak Automatic N""2122",1,1,visible,"The best product money can buy in Nigeria and one of the most popular products for sale, you are sure to never get enough Audemars Piguet Price In Nigeria . This product is made from the best of the very best quality materials, the attention to detail is top notch.","The best product money can buy in Nigeria and one of the most popular products for sale, you are sure to never get enough Audemars Piguet Price In Nigeria. This product is made from the best of the very best quality materials, the attention to detail is top-notch, and it will pull its weight when it comes to keeping your budget in check.\n\nThis item has been a top seller due to how well it does its job when it comes to meeting your needs. Take a look for yourself and see if this product does not meet all your expectations as well as exceed them. You are going to be making the biggest mistake of your life if you do not buy Audemars Piguet Price In Nigeria. You will never make money without this product, and you are sure to succeed in life with it. This item is a lifesaver for any businessman or businesswoman, and can really help you make a lot of money from what you have. Do not hesitate any longer; just get yourself Audemars Piguet Price In Nigeria while supplies last!\n<h2>About this item</h2>\nOriginal Skeleton Automatic Watch For Men: See-through skeleton dial and hollow case-back allows you to observe the work of the movement at any time, feel the passage of time intuitively, and enjoy a different visual experience.Elegant and simple design suitable for business and sports occasions. If the strap length is not suitable, please feel free to contact us\n\nMechanical+self-Wind Wrist Watch: The watch use advanced, fully automatic movement that can not only provide accurate time but also reduce the trouble of replacing the battery. The model is powered by the natural movement of your wrist. As you wear it, it will automatically continue to wind more; it also supports manual winding, and full wind can last 72 hours. When using it for the first time, please manually wind up the crown about 20 laps to drive the watch.\n\nBest gifts for Males: This watch is well in advanced design and high-quality materials, which is both fashionable and practical, is a great gift choice for your loved ones for Christmas, birthdays, anniversaries, Father’s Day, graduation, and Valentine’s Day, O",,,taxable,,1,,,0,0,,,,,1,,104500.00,151500.00,"Wristwatches > Chain, Wristwatches","Automatic, chain, Chrono, Gents",,"https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-8.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-7.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-6.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-5.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-4.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-10.jpg, https://baawa.ng/wp-content/uploads/2023/03/Audemars-Piguet-Royal-Oak-Automatic-N-9.jpg",,,,,,,,,0,,Brand,"Audemars piguet",1,1,classic-editor,36000,no,,"Audemars Piguet Royal Oak Automatic N""2122","The best product money can buy in Nigeria and one of the most popular products for sale, you are sure to never get enough Audemars Piguet Price In Nigeria . This product is made from the best of the very best quality materials, the attention to detail is top notch.","The best product money can buy in Nigeria and one of the most popular products for sale, you are sure to never get enough Audemars Piguet Price In Nigeria. This product is made from the best of the very best quality materials, the attention to detail is top-notch, and it will pull its weight when it comes to keeping your budget in check.

This item has been a top seller due to how well it does its job when it comes to meeting your needs. Take a look for yourself and see if this product does not meet all your expectations as well as exceed them. You are going to be making the biggest mistake of your life if you do not buy Audemars Piguet Price In Nigeria. You will never make money without this product, and you are sure to succeed in life with it. This item is a lifesaver for any businessman or businesswoman, and can really help you make a lot of money from what you have. Do not hesitate any longer; just get yourself Audemars Piguet Price In Nigeria while supplies last!
<h2>About this item</h2>
Original Skeleton Automatic Watch For Men: See-through skeleton dial and hollow case-back allows you to observe the work of the movement at any time, feel the passage of time intuitively, and enjoy a different visual experience.Elegant and simple design suitable for business and sports occasions. If the strap length is not suitable, please feel free to contact us

Mechanical+self-Wind Wrist Watch: The watch use advanced, fully automatic movement that can not only provide accurate time but also reduce the trouble of replacing the battery. The model is powered by the natural movement of your wrist. As you wear it, it will automatically continue to wind more; it also supports manual winding, and full wind can last 72 hours. When using it for the first time, please manually wind up the crown about 20 laps to drive the watch.

Best gifts for Males: This watch is well in advanced design and high-quality materials, which is both fashionable and practical, is a great gift choice for your loved ones for Christmas, birthdays, anniversaries, Father’s Day, graduation, and Valentine’s Day, O",Brand,No,Yes,324,,,8,fixed,"[qty] item get [off] OFF",1,0,0,,,,,,,,,
30790,simple,8547G,,"Versace 8547G Chronograph Mens Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,107500.00,155500.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-20-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-18-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-17-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-16-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-15-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-14-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-3-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-6-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-2-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-5-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-4-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-1-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-21.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-20.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-18.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-17.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-16.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-15.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-14.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-2.jpg, https://baawa.ng/wp-content/uploads/2023/03/Versace-8547G-Chronograph-Mens-Watch-1.jpg",,,,,,,,,0,,Brand,Versace,1,1,,37000,,,"Versace 8547G Chronograph Mens Watch",,,Brand,No,Yes,321,,,,,,1,,,,,,,,,,,
30791,simple,PP8011G,,"Patek Philippe PP8011G Gold Mens Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,104500.00,999999999999999,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-8.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-7.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-6.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-5.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-4.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-M8058-Gold-Mens-Watch-3.jpg",,,,,,,,,0,,Brand,"Patek philippe",1,1,,36000,,,"Patek Philippe M8058 Gold Mens Watch",,,Brand,No,Yes,320,,,,,,1,,,,,,,,,,,
30793,simple,PP5311,,"Patek Philippe AutomaticTourbillon Limited Edition Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,145000.00,210000.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-7.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-6.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-5.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-4.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Patek-Philippe-AutomaticTourbillon-Limited-Edition-Watch-2.jpg",,,,,,,,,0,,Brand,"Patek philippe",1,1,,50000,,,"Patek Philippe AutomaticTourbillon Limited Edition Watch",,,Brand,No,Yes,322,,,,,,1,,,,,,,,,,,
30795,simple,R18k11,,"Rolex Oyster Perpetual Datejust watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,93000.00,134500.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-8.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-9.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-7.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-6.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-5.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-4.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-2.jpg, https://baawa.ng/wp-content/uploads/2023/03/Rolex-Oyster-Perpetual-Datejust-watch-1.jpg",,,,,,,,,0,,Brand,Rolex,1,1,,32000,,,"Rolex Oyster Perpetual Datejust watch",,,Brand,No,Yes,323,,,,,,1,,,,,,,,,,,
30796,simple,MK8494,,"Michael Kors MK8494 Gold Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,87000.00,126000.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-8.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-15.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-14.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-13.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-12.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-11.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-10.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-9.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-8.jpg",,,,,,,,,0,,Brand,"Michaek Kors",1,1,,30000,,,"Michael Kors MK8494 Gold Watch",,,Brand,No,Yes,313,,,,,,1,,,,,,,,,,,
30797,simple,MK6321,,"Michael Kors MK6321 Gold Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,87000.00,126000.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-6.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-5.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-4.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-2.jpg, https://baawa.ng/wp-content/uploads/2023/03/Michael-Kors-MK6321-Gold-Watch-1.jpg",,,,,,,,,0,,Brand,"Michaek Kors",1,1,,30000,,,"Michael Kors MK6321 Gold Watch",,,Brand,No,Yes,314,,,,,,1,,,,,,,,,,,
30798,simple,Bv9879,,"Bvlgari Tachymeter Nuclearneapon Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,93000.00,134500.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-17.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-18-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-17-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-14-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-9-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-1-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-18.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-14.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-9.jpg, https://baawa.ng/wp-content/uploads/2023/03/Bvlgari-Tachymeter-Nuclearneapon-Watch-1.jpg",,,,,,,,,0,,Brand,Bvlgari,1,1,classic-editor,32000,,,"Bvlgari Tachymeter Nuclearneapon Watch",,,Brand,No,Yes,315,,,,,,1,,,,,,,,,,,
30799,simple,HB582888,,"Hublot Big Bang Automatic Watch",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,90000.00,130500.00,Wristwatches,,,,,,,,,,,,0,,Brand,Hublot,1,1,,31000,,,"Hublot Big Bang Automatic Watch",,,Brand,No,Yes,316,,,,,,1,,,,,,,,,,,
30800,simple,Y24005G2,,"Guess Collection Tachymeter Chronograph Watch",1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,107500.00,155500.00,"Wristwatches > Chain, Wristwatches",,,"https://baawa.ng/wp-content/uploads/2023/03/Guess-Collection-Tachymeter-Chronograph-Watch-1.jpg, https://baawa.ng/wp-content/uploads/2023/03/Guess-Collection-Tachymeter-Chronograph-Watch-6.jpg, https://baawa.ng/wp-content/uploads/2023/03/Guess-Collection-Tachymeter-Chronograph-Watch-5.jpg, https://baawa.ng/wp-content/uploads/2023/03/Guess-Collection-Tachymeter-Chronograph-Watch-4.jpg, https://baawa.ng/wp-content/uploads/2023/03/Guess-Collection-Tachymeter-Chronograph-Watch-3.jpg, https://baawa.ng/wp-content/uploads/2023/03/Guess-Collection-Tachymeter-Chronograph-Watch-2.jpg",,,,,,,,,0,,Brand,Gc.,1,1,,37000,,,"Guess Collection Tachymeter Chronograph Watch",,,Brand,No,Yes,317,,,,,,1,,,,,,,,,,,
